customer_id,total_purchase,frequency_purchase,client_category
CS3460,1440,19,2
CS3461,997,15,2
CS3462,1843,24,3
CS3463,1500,21,2
CS3464,1321,20,2
CS3465,1286,20,2
CS3466,1429,21,2
CS3467,813,12,2
CS3468,1830,24,3
CS3469,1516,22,2
CS3470,2035,30,3
CS3471,1538,21,2
CS3472,1115,17,2
CS3473,1406,20,2
CS3474,1113,17,2
CS3475,1811,25,3
CS3476,1322,18,2
CS3477,1978,31,3
CS3478,1391,21,2
CS3479,1015,14,2
CS3480,1890,27,3
CS3481,1601,24,3
CS3482,1208,17,2
CS3483,1977,29,3
CS3484,867,13,2
CS3485,1633,25,3
CS3486,1147,16,2
CS3487,703,9,1
CS3488,1490,22,2
CS3489,1357,19,2
CS3490,1155,18,2
CS3491,1165,18,2
CS3492,1826,26,3
CS3493,1397,20,2
CS3494,1074,15,2
CS3495,1326,19,2
CS3496,1254,16,2
CS3497,900,11,2
CS3498,1480,22,2
CS3499,1330,21,2
CS3500,1495,21,2
CS3501,2083,27,3
CS3502,1057,17,2
CS3503,1143,17,2
CS3504,2207,30,3
CS3505,1627,23,3
CS3506,906,14,2
CS3507,1054,15,2
CS3508,1453,20,2
CS3509,2151,28,3
CS3510,1603,23,3
CS3511,1390,20,2
CS3512,1215,16,2
CS3513,1154,15,2
CS3514,1532,20,2
CS3515,1679,25,3
CS3516,941,14,2
CS3517,1654,24,3
CS3518,1560,25,3
CS3519,1668,22,3
CS3520,1678,24,3
CS3521,1506,21,2
CS3522,742,11,1
CS3523,1089,17,2
CS3524,1475,22,2
CS3525,1269,17,2
CS3526,1583,24,3
CS3527,1031,17,2
CS3528,1407,21,2
CS3529,1465,21,2
CS3530,2186,30,3
CS3531,1611,22,3
CS3532,1007,14,2
CS3533,1406,19,2
CS3534,1095,15,2
CS3535,1281,19,2
CS3536,1689,21,2
CS3537,1029,15,2
CS3538,934,12,2
CS3539,1406,19,2
CS3540,1646,23,3
CS3541,1932,26,3
CS3542,1595,21,2
CS3543,1676,24,3
CS3544,1444,20,2
CS3545,1368,20,2
CS3546,1130,16,2
CS3547,1531,21,2
CS3548,1398,19,2
CS3549,1441,19,2
CS3550,1403,20,2
CS3551,1205,18,2
CS3552,1467,21,2
CS3553,1098,14,2
CS3554,1305,17,2
CS3555,1194,18,2
CS3556,853,13,2
CS3557,1872,24,3
CS3558,1449,20,2
CS3559,1536,23,3
CS3560,1473,20,2
CS3561,1967,28,3
CS3562,1274,16,2
CS3563,1486,21,2
CS3564,1330,20,2
CS3565,876,13,2
CS3566,1505,21,2
CS3567,1044,15,2
CS3568,1863,26,3
CS3569,1668,23,3
CS3570,1550,23,3
CS3571,1276,19,2
CS3572,1323,19,2
CS3573,952,13,2
CS3574,1482,22,2
CS3575,1069,16,2
CS3576,1414,20,2
CS3577,1388,20,2
CS3578,1063,16,2
CS3579,1566,24,3
CS3580,1413,19,2
CS3581,1350,20,2
CS3582,1459,20,2
CS3583,1084,17,2
CS3584,1564,20,2
CS3585,1096,15,2
CS3586,1675,23,3
CS3587,1466,21,2
CS3588,1815,25,3
CS3589,1388,20,2
CS3590,1067,16,2
CS3591,1757,28,3
CS3592,1804,27,3
CS3593,1649,23,3
CS3594,1999,26,3
CS3595,1293,19,2
CS3596,1601,22,3
CS3597,1618,23,3
CS3598,1398,20,2
CS3599,1375,20,2
CS3600,1138,17,2
CS3601,768,11,1
CS3602,1566,20,2
CS3603,1050,16,2
CS3604,1175,19,2
CS3605,998,16,2
CS3606,1150,16,2
CS3607,1432,20,2
CS3608,1159,17,2
CS3609,1202,18,2
CS3610,1910,28,3
CS3611,1729,22,3
CS3612,1650,26,3
CS3613,1397,18,2
CS3614,1328,20,2
CS3615,2263,31,3
CS3616,1023,15,2
CS3617,1606,22,3
CS3618,1539,23,3
CS3619,1740,25,3
CS3620,1518,22,2
CS3621,1885,28,3
CS3622,1760,24,3
CS3623,1539,22,3
CS3624,1613,23,3
CS3625,1087,16,2
CS3626,1521,23,3
CS3627,1259,19,2
CS3628,1296,21,2
CS3629,1364,20,2
CS3630,1821,25,3
CS3631,1481,22,2
CS3632,1947,27,3
CS3633,1263,17,2
CS3634,1008,15,2
CS3635,1559,22,3
CS3636,932,14,2
CS3637,1752,25,3
CS3638,868,13,2
CS3639,1396,20,2
CS3640,1117,17,2
CS3641,1454,21,2
CS3642,977,14,2
CS3643,1153,18,2
CS3644,1188,18,2
CS3645,1887,27,3
CS3646,1494,22,2
CS3647,1223,19,2
CS3648,1054,17,2
CS3649,1450,21,2
CS3650,1353,20,2
CS3651,1285,18,2
CS3652,1362,19,2
CS3653,1456,22,2
CS3654,1627,19,2
CS3655,1428,22,2
CS3656,1237,17,2
CS3657,1560,22,3
CS3658,1732,27,3
CS3659,1529,21,2
CS3660,1148,16,2
CS3661,1614,24,3
CS3662,1721,23,3
CS3663,1177,17,2
CS3664,1462,20,2
CS3665,1040,14,2
CS3666,1333,19,2
CS3667,1286,19,2
CS3668,1276,17,2
CS3669,1109,15,2
CS3670,1344,20,2
CS3671,1341,21,2
CS3672,1546,20,2
CS3673,1954,24,3
CS3674,1181,17,2
CS3675,1157,17,2
CS3676,1273,20,2
CS3677,784,12,2
CS3678,1306,18,2
CS3679,1326,20,2
CS3680,1036,13,2
CS3681,1329,21,2
CS3682,1344,19,2
CS3683,1535,21,2
CS3684,1008,15,2
CS3685,1601,24,3
CS3686,1345,19,2
CS3687,1108,15,2
CS3688,2014,27,3
CS3689,1515,21,2
CS3690,1362,19,2
CS3691,1027,15,2
CS3692,1804,25,3
CS3693,1182,16,2
CS3694,1377,19,2
CS3695,1587,24,3
CS3696,1387,21,2
CS3697,1521,21,2
CS3698,854,14,2
CS3699,1692,24,3
CS3700,884,11,2
CS3701,1296,16,2
CS3702,2175,30,3
CS3703,1340,19,2
CS3704,1188,17,2
CS3705,1684,23,3
CS3706,1929,29,3
CS3707,1226,18,2
CS3708,1520,20,2
CS3709,1040,15,2
CS3710,1446,22,2
CS3711,1852,24,3
CS3712,1497,20,2
CS3713,1752,25,3
CS3714,1612,22,3
CS3715,1382,19,2
CS3716,919,14,2
CS3717,614,11,1
CS3718,1485,21,2
CS3719,1430,18,2
CS3720,1162,17,2
CS3721,1965,29,3
CS3722,901,13,2
CS3723,1372,19,2
CS3724,1235,18,2
CS3725,921,14,2
CS3726,1927,27,3
CS3727,1839,25,3
CS3728,1006,15,2
CS3729,1618,22,3
CS3730,1270,17,2
CS3731,1043,16,2
CS3732,1283,18,2
CS3733,1593,22,3
CS3734,1355,20,2
CS3735,1776,25,3
CS3736,1314,20,2
CS3737,1111,15,2
CS3738,1165,19,2
CS3739,1657,25,3
CS3740,1071,17,2
CS3741,1305,19,2
CS3742,1413,21,2
CS3743,1424,19,2
CS3744,1654,22,3
CS3745,1178,17,2
CS3746,1475,19,2
CS3747,1449,20,2
CS3748,829,13,2
CS3749,1658,23,3
CS3750,1262,17,2
CS3751,1515,21,2
CS3752,1922,26,3
CS3753,1412,20,2
CS3754,1886,25,3
CS3755,1442,22,2
CS3756,1271,19,2
CS3757,1559,22,3
CS3758,1493,22,2
CS3759,1646,23,3
CS3760,1348,22,2
CS3761,1732,24,3
CS3762,1508,22,2
CS3763,1101,15,2
CS3764,926,16,2
CS3765,1080,17,2
CS3766,561,7,1
CS3767,1336,21,2
CS3768,1597,21,2
CS3769,1403,22,2
CS3770,1914,28,3
CS3771,1777,24,3
CS3772,1137,18,2
CS3773,1431,21,2
CS3774,1199,18,2
CS3775,1773,26,3
CS3776,1698,23,3
CS3777,1591,22,3
CS3778,2055,31,3
CS3779,1494,20,2
CS3780,794,13,2
CS3781,885,12,2
CS3782,1088,14,2
CS3783,1505,19,2
CS3784,1268,18,2
CS3785,1616,21,2
CS3786,1254,18,2
CS3787,1558,22,3
CS3788,1292,22,2
CS3789,1509,20,2
CS3790,1410,19,2
CS3791,1761,25,3
CS3792,1017,13,2
CS3793,1694,27,3
CS3794,1704,25,3
CS3795,1885,26,3
CS3796,1312,19,2
CS3797,1273,19,2
CS3798,1458,19,2
CS3799,2513,36,3
CS3800,1022,16,2
CS3801,1422,20,2
CS3802,1794,25,3
CS3803,951,14,2
CS3804,1591,21,2
CS3805,2453,35,3
CS3806,1030,14,2
CS3807,1522,20,2
CS3808,2058,26,3
CS3809,1418,21,2
CS3810,1027,14,2
CS3811,1386,18,2
CS3812,1789,26,3
CS3813,1641,24,3
CS3814,1228,17,2
CS3815,1018,14,2
CS3816,1376,19,2
CS3817,2094,29,3
CS3818,1299,18,2
CS3819,1920,27,3
CS3820,1314,20,2
CS3821,2240,30,3
CS3822,2101,29,3
CS3823,1699,24,3
CS3824,1420,22,2
CS3825,1193,17,2
CS3826,1583,24,3
CS3827,1487,21,2
CS3828,2055,28,3
CS3829,1273,19,2
CS3830,1526,21,2
CS3831,1317,20,2
CS3832,1450,21,2
CS3833,1339,19,2
CS3834,1642,23,3
CS3835,659,9,1
CS3836,1541,22,3
CS3837,799,11,2
CS3838,1311,18,2
CS3839,2028,29,3
CS3840,1558,25,3
CS3841,1193,20,2
CS3842,2124,29,3
CS3843,1373,18,2
CS3844,1544,22,3
CS3845,1246,17,2
CS3846,1063,18,2
CS3847,1266,20,2
CS3848,1607,23,3
CS3849,1372,20,2
CS3850,1462,19,2
CS3851,2072,28,3
CS3852,1190,20,2
CS3853,1382,19,2
CS3854,1477,18,2
CS3855,1096,16,2
CS3856,925,14,2
CS3857,1227,19,2
CS3858,1105,15,2
CS3859,1322,19,2
CS3860,1653,21,2
CS3861,1101,16,2
CS3862,1571,22,3
CS3863,1663,23,3
CS3864,1880,25,3
CS3865,1248,17,2
CS3866,1200,17,2
CS3867,969,15,2
CS3868,1650,24,3
CS3869,1647,22,3
CS3870,1108,14,2
CS3871,1402,21,2
CS3872,1199,17,2
CS3873,1112,17,2
CS3874,1473,21,2
CS3875,1460,22,2
CS3876,1993,29,3
CS3877,1383,22,2
CS3878,1060,14,2
CS3879,1920,24,3
CS3880,1618,22,3
CS3881,1439,20,2
CS3882,1415,19,2
CS3883,1546,21,2
CS3884,1859,24,3
CS3885,2129,28,3
CS3886,1378,19,2
CS3887,1366,18,2
CS3888,1339,20,2
CS3889,1374,21,2
CS3890,1514,20,2
CS3891,1402,21,2
CS3892,863,13,2
CS3893,1289,18,2
CS3894,1765,23,3
CS3895,1562,25,3
CS3896,1320,18,2
CS3897,2141,30,3
CS3898,1498,22,2
CS3899,1260,17,2
CS3900,2077,30,3
CS3901,1145,17,2
CS3902,1126,16,2
CS3903,1548,21,2
CS3904,1704,24,3
CS3905,854,13,2
CS3906,1321,18,2
CS3907,1810,24,3
CS3908,1553,20,2
CS3909,1832,28,3
CS3910,1331,20,2
CS3911,2229,31,3
CS3912,1263,20,2
CS3913,1159,17,2
CS3914,1465,21,2
CS3915,1208,18,2
CS3916,1154,15,2
CS3917,1637,22,3
CS3918,2046,27,3
CS3919,1478,21,2
CS3920,1289,17,2
CS3921,1272,17,2
CS3922,775,11,1
CS3923,1479,21,2
CS3924,2075,28,3
CS3925,1276,19,2
CS3926,1454,20,2
CS3927,1854,26,3
CS3928,1616,24,3
CS3929,1559,22,3
CS3930,1234,17,2
CS3931,648,10,1
CS3932,1466,20,2
CS3933,1694,24,3
CS3934,1532,22,3
CS3935,1549,23,3
CS3936,1470,21,2
CS3937,1149,16,2
CS3938,963,15,2
CS3939,1344,20,2
CS3940,1021,16,2
CS3941,1575,23,3
CS3942,1428,21,2
CS3943,1522,22,3
CS3944,1348,18,2
CS3945,1316,18,2
CS3946,1348,24,2
CS3947,1708,23,3
CS3948,2158,28,3
CS3949,958,14,2
CS3950,1249,19,2
CS3951,1239,17,2
CS3952,1190,18,2
CS3953,1675,23,3
CS3954,1738,23,3
CS3955,1230,17,2
CS3956,1665,22,3
CS3957,1288,19,2
CS3958,1534,23,3
CS3959,1344,19,2
CS3960,1416,19,2
CS3961,1439,20,2
CS3962,1224,16,2
CS3963,1629,23,3
CS3964,1871,25,3
CS3965,952,14,2
CS3966,1523,21,2
CS3967,1215,16,2
CS3968,1662,23,3
CS3969,1448,22,2
CS3970,1427,20,2
CS3971,1309,20,2
CS3972,1956,27,3
CS3973,968,15,2
CS3974,1240,17,2
CS3975,2327,32,3
CS3976,1099,15,2
CS3977,1051,15,2
CS3978,1066,17,2
CS3979,1924,26,3
CS3980,995,14,2
CS3981,1595,21,2
CS3982,1102,16,2
CS3983,2022,26,3
CS3984,1229,19,2
CS3985,1317,20,2
CS3986,1252,18,2
CS3987,1367,19,2
CS3988,1350,20,2
CS3989,1046,17,2
CS3990,1759,23,3
CS3991,1593,23,3
CS3992,920,14,2
CS3993,1385,20,2
CS3994,1274,19,2
CS3995,1044,15,2
CS3996,1745,25,3
CS3997,1323,19,2
CS3998,1353,18,2
CS3999,1703,23,3
CS4000,1369,20,2
CS4001,2086,30,3
CS4002,1408,21,2
CS4003,1360,21,2
CS4004,1683,23,3
CS4005,1313,20,2
CS4006,1206,19,2
CS4007,1464,21,2
CS4008,1246,17,2
CS4009,761,12,1
CS4010,714,11,1
CS4011,1671,24,3
CS4012,1510,24,2
CS4013,1474,19,2
CS4014,2133,29,3
CS4015,1372,18,2
CS4016,1673,24,3
CS4017,1357,17,2
CS4018,1463,20,2
CS4019,1251,19,2
CS4020,1154,16,2
CS4021,918,12,2
CS4022,1840,24,3
CS4023,1811,25,3
CS4024,1444,19,2
CS4025,1612,22,3
CS4026,1351,20,2
CS4027,1467,21,2
CS4028,1416,19,2
CS4029,1284,18,2
CS4030,1979,26,3
CS4031,1436,18,2
CS4032,1487,20,2
CS4033,1638,22,3
CS4034,1631,23,3
CS4035,1308,19,2
CS4036,822,13,2
CS4037,1372,23,2
CS4038,1269,17,2
CS4039,1753,23,3
CS4040,768,14,1
CS4041,1056,16,2
CS4042,841,12,2
CS4043,1283,18,2
CS4044,1370,20,2
CS4045,945,15,2
CS4046,788,11,2
CS4047,1221,17,2
CS4048,2358,31,3
CS4049,1322,22,2
CS4050,1553,22,3
CS4051,1221,17,2
CS4052,966,14,2
CS4053,1435,21,2
CS4054,1691,27,3
CS4055,1063,17,2
CS4056,1358,19,2
CS4057,975,15,2
CS4058,1117,16,2
CS4059,1274,19,2
CS4060,1200,16,2
CS4061,1037,15,2
CS4062,1438,21,2
CS4063,1300,19,2
CS4064,1778,26,3
CS4065,1996,28,3
CS4066,1554,22,3
CS4067,1223,16,2
CS4068,1414,19,2
CS4069,1127,17,2
CS4070,1941,28,3
CS4071,1549,22,3
CS4072,1214,17,2
CS4073,1226,18,2
CS4074,2462,34,3
CS4075,1660,21,2
CS4076,1873,26,3
CS4077,1634,26,3
CS4078,1419,21,2
CS4079,934,14,2
CS4080,1646,23,3
CS4081,1715,25,3
CS4082,1611,22,3
CS4083,1761,24,3
CS4084,913,13,2
CS4085,1211,17,2
CS4086,1345,22,2
CS4087,1106,17,2
CS4088,1347,19,2
CS4089,1164,17,2
CS4090,1359,21,2
CS4091,1435,21,2
CS4092,1219,18,2
CS4093,1039,15,2
CS4094,1327,18,2
CS4095,1604,23,3
CS4096,1481,20,2
CS4097,1409,19,2
CS4098,2106,27,3
CS4099,1348,19,2
CS4100,1161,17,2
CS4101,1349,20,2
CS4102,1418,21,2
CS4103,1997,28,3
CS4104,1439,21,2
CS4105,942,13,2
CS4106,1355,20,2
CS4107,1500,22,2
CS4108,1464,20,2
CS4109,1284,20,2
CS4110,1801,24,3
CS4111,1906,26,3
CS4112,814,11,2
CS4113,1241,18,2
CS4114,805,12,2
CS4115,1763,24,3
CS4116,1657,25,3
CS4117,709,12,1
CS4118,1803,25,3
CS4119,1123,18,2
CS4120,1718,27,3
CS4121,1274,17,2
CS4122,1143,16,2
CS4123,1701,27,3
CS4124,1435,20,2
CS4125,967,15,2
CS4126,875,13,2
CS4127,1561,20,2
CS4128,1741,22,3
CS4129,1319,20,2
CS4130,1725,23,3
CS4131,1478,21,2
CS4132,1274,19,2
CS4133,1693,24,3
CS4134,1220,18,2
CS4135,941,14,2
CS4136,1621,24,3
CS4137,1202,17,2
CS4138,1045,15,2
CS4139,2099,31,3
CS4140,1489,22,2
CS4141,1735,23,3
CS4142,1364,19,2
CS4143,928,14,2
CS4144,1962,27,3
CS4145,1593,24,3
CS4146,1592,24,3
CS4147,1739,25,3
CS4148,1242,17,2
CS4149,1358,20,2
CS4150,1376,20,2
CS4151,959,12,2
CS4152,1531,21,2
CS4153,1127,15,2
CS4154,1619,24,3
CS4155,1169,17,2
CS4156,997,12,2
CS4157,1418,22,2
CS4158,1586,21,2
CS4159,1081,15,2
CS4160,1512,22,2
CS4161,1364,19,2
CS4162,1068,16,2
CS4163,1921,26,3
CS4164,1136,15,2
CS4165,1559,22,3
CS4166,1049,16,2
CS4167,1681,26,3
CS4168,918,14,2
CS4169,1489,20,2
CS4170,1012,15,2
CS4171,1169,19,2
CS4172,1195,18,2
CS4173,1155,16,2
CS4174,946,13,2
CS4175,1235,19,2
CS4176,970,16,2
CS4177,1529,21,2
CS4178,1781,28,3
CS4179,1724,23,3
CS4180,1444,22,2
CS4181,1043,15,2
CS4182,1489,23,2
CS4183,1481,21,2
CS4184,1836,26,3
CS4185,876,13,2
CS4186,1513,21,2
CS4187,1512,22,2
CS4188,1415,18,2
CS4189,1616,24,3
CS4190,1047,18,2
CS4191,1203,16,2
CS4192,1330,21,2
CS4193,1654,24,3
CS4194,1893,25,3
CS4195,1583,24,3
CS4196,1457,23,2
CS4197,1917,27,3
CS4198,1338,18,2
CS4199,1205,19,2
CS4200,1092,19,2
CS4201,1299,17,2
CS4202,1170,17,2
CS4203,1261,19,2
CS4204,1081,16,2
CS4205,938,14,2
CS4206,1500,23,2
CS4207,1740,26,3
CS4208,1115,17,2
CS4209,1453,22,2
CS4210,1079,14,2
CS4211,1640,21,2
CS4212,1437,20,2
CS4213,1458,23,2
CS4214,1631,23,3
CS4215,1382,21,2
CS4216,1238,20,2
CS4217,1180,17,2
CS4218,1994,27,3
CS4219,1470,23,2
CS4220,1511,21,2
CS4221,1273,19,2
CS4222,2057,28,3
CS4223,1783,23,3
CS4224,1319,19,2
CS4225,1657,23,3
CS4226,1676,21,2
CS4227,1751,24,3
CS4228,1315,21,2
CS4229,1206,17,2
CS4230,1402,21,2
CS4231,1082,14,2
CS4232,2302,32,3
CS4233,1450,20,2
CS4234,1140,18,2
CS4235,1053,17,2
CS4236,1531,21,2
CS4237,1341,21,2
CS4238,1270,17,2
CS4239,1147,17,2
CS4240,1434,20,2
CS4241,1118,18,2
CS4242,686,11,1
CS4243,1586,24,3
CS4244,1131,17,2
CS4245,1693,24,3
CS4246,1319,19,2
CS4247,1357,17,2
CS4248,1618,20,2
CS4249,1635,24,3
CS4250,931,12,2
CS4251,1509,22,2
CS4252,1931,27,3
CS4253,655,10,1
CS4254,1452,20,2
CS4255,1984,28,3
CS4256,1117,16,2
CS4257,1571,21,2
CS4258,1282,19,2
CS4259,1424,22,2
CS4260,1074,16,2
CS4261,777,12,1
CS4262,1374,19,2
CS4263,1248,17,2
CS4264,1317,18,2
CS4265,1174,20,2
CS4266,1443,23,2
CS4267,1715,24,3
CS4268,2062,30,3
CS4269,1356,20,2
CS4270,1509,21,2
CS4271,1410,20,2
CS4272,1304,19,2
CS4273,1463,20,2
CS4274,916,15,2
CS4275,1395,20,2
CS4276,1543,21,2
CS4277,1488,22,2
CS4278,1478,23,2
CS4279,2063,27,3
CS4280,1194,17,2
CS4281,781,12,1
CS4282,1351,19,2
CS4283,1339,20,2
CS4284,1790,27,3
CS4285,1357,21,2
CS4286,1061,15,2
CS4287,1898,26,3
CS4288,983,16,2
CS4289,1075,16,2
CS4290,1042,15,2
CS4291,791,12,2
CS4292,1261,16,2
CS4293,1035,15,2
CS4294,1264,20,2
CS4295,1592,22,3
CS4296,1554,22,3
CS4297,1378,20,2
CS4298,1312,18,2
CS4299,1179,19,2
CS4300,1133,17,2
CS4301,1459,20,2
CS4302,1155,17,2
CS4303,2181,31,3
CS4304,1333,19,2
CS4305,973,14,2
CS4306,1136,18,2
CS4307,1220,19,2
CS4308,1397,19,2
CS4309,1152,18,2
CS4310,1434,20,2
CS4311,1531,22,3
CS4312,1751,25,3
CS4313,1285,18,2
CS4314,978,12,2
CS4315,1341,18,2
CS4316,1665,22,3
CS4317,1284,19,2
CS4318,1205,18,2
CS4319,1409,19,2
CS4320,2647,38,3
CS4321,1007,16,2
CS4322,1544,22,3
CS4323,1377,20,2
CS4324,1376,20,2
CS4325,1274,16,2
CS4326,1445,21,2
CS4327,1140,15,2
CS4328,1474,21,2
CS4329,2301,30,3
CS4330,1990,30,3
CS4331,1229,18,2
CS4332,1368,20,2
CS4333,1761,28,3
CS4334,1307,19,2
CS4335,660,10,1
CS4336,1671,24,3
CS4337,1264,20,2
CS4338,1468,22,2
CS4339,2017,29,3
CS4340,1541,20,2
CS4341,1755,26,3
CS4342,1132,16,2
CS4343,1118,17,2
CS4344,967,16,2
CS4345,1647,24,3
CS4346,719,10,1
CS4347,1497,20,2
CS4348,1487,20,2
CS4349,1801,23,3
CS4350,1276,19,2
CS4351,1081,19,2
CS4352,1490,21,2
CS4353,1811,23,3
CS4354,1641,23,3
CS4355,1287,17,2
CS4356,2127,31,3
CS4357,1543,21,2
CS4358,1424,20,2
CS4359,1531,21,2
CS4360,885,11,2
CS4361,1363,21,2
CS4362,1738,25,3
CS4363,1775,24,3
CS4364,726,12,1
CS4365,1705,22,3
CS4366,1092,16,2
CS4367,1000,14,2
CS4368,804,13,2
CS4369,1348,19,2
CS4370,1023,15,2
CS4371,1074,16,2
CS4372,1010,16,2
CS4373,1475,20,2
CS4374,1596,25,3
CS4375,1278,20,2
CS4376,1353,20,2
CS4377,818,14,2
CS4378,1345,18,2
CS4379,1076,16,2
CS4380,1470,22,2
CS4381,1868,26,3
CS4382,1502,21,2
CS4383,1412,18,2
CS4384,1510,21,2
CS4385,1662,21,2
CS4386,1241,19,2
CS4387,1051,16,2
CS4388,1442,19,2
CS4389,1894,27,3
CS4390,1264,20,2
CS4391,1506,21,2
CS4392,1786,26,3
CS4393,1446,21,2
CS4394,1522,22,3
CS4395,1231,18,2
CS4396,1191,16,2
CS4397,1741,26,3
CS4398,1134,14,2
CS4399,1444,23,2
CS4400,1466,21,2
CS4401,889,13,2
CS4402,1101,17,2
CS4403,1285,18,2
CS4404,1061,18,2
CS4405,1252,16,2
CS4406,1109,16,2
CS4407,1429,22,2
CS4408,865,14,2
CS4409,1388,17,2
CS4410,2047,28,3
CS4411,1803,25,3
CS4412,1405,20,2
CS4413,1491,22,2
CS4414,753,10,1
CS4415,1276,18,2
CS4416,1464,22,2
CS4417,1916,26,3
CS4418,1565,21,2
CS4419,1177,16,2
CS4420,1230,15,2
CS4421,1801,23,3
CS4422,1491,21,2
CS4423,761,12,1
CS4424,2933,39,3
CS4425,834,14,2
CS4426,1389,21,2
CS4427,1261,19,2
CS4428,1221,18,2
CS4429,1356,20,2
CS4430,1090,16,2
CS4431,1585,23,3
CS4432,1048,15,2
CS4433,1520,22,3
CS4434,1042,14,2
CS4435,1056,16,2
CS4436,791,12,2
CS4437,973,16,2
CS4438,1718,24,3
CS4439,684,12,1
CS4440,1266,18,2
CS4441,1336,21,2
CS4442,1679,23,3
CS4443,1056,15,2
CS4444,1051,18,2
CS4445,1387,21,2
CS4446,1973,25,3
CS4447,1443,19,2
CS4448,1525,23,3
CS4449,1270,19,2
CS4450,1078,15,2
CS4451,1210,18,2
CS4452,1296,19,2
CS4453,1386,19,2
CS4454,1125,17,2
CS4455,1101,15,2
CS4456,1701,22,3
CS4457,1204,16,2
CS4458,2025,27,3
CS4459,960,14,2
CS4460,1349,19,2
CS4461,1346,20,2
CS4462,1559,21,2
CS4463,1271,17,2
CS4464,1019,13,2
CS4465,1150,19,2
CS4466,1507,20,2
CS4467,1480,22,2
CS4468,1282,18,2
CS4469,1039,15,2
CS4470,1688,24,3
CS4471,1429,20,2
CS4472,1179,16,2
CS4473,1533,23,3
CS4474,1598,25,3
CS4475,1775,23,3
CS4476,1223,19,2
CS4477,1253,17,2
CS4478,1307,19,2
CS4479,1525,20,2
CS4480,1294,17,2
CS4481,920,14,2
CS4482,1148,16,2
CS4483,2057,27,3
CS4484,1575,21,2
CS4485,1043,15,2
CS4486,1341,18,2
CS4487,1339,18,2
CS4488,1452,21,2
CS4489,1292,18,2
CS4490,1503,23,2
CS4491,942,12,2
CS4492,1141,14,2
CS4493,1334,18,2
CS4494,992,14,2
CS4495,1944,29,3
CS4496,1506,22,2
CS4497,1670,21,2
CS4498,1223,18,2
CS4499,606,9,1
CS4500,1429,20,2
CS4501,1241,18,2
CS4502,980,14,2
CS4503,1605,23,3
CS4504,1766,24,3
CS4505,739,11,1
CS4506,1421,21,2
CS4507,1218,18,2
CS4508,1173,17,2
CS4509,1198,18,2
CS4510,1617,26,3
CS4511,1535,21,2
CS4512,1575,23,3
CS4513,1308,17,2
CS4514,1045,17,2
CS4515,1548,21,2
CS4516,1767,23,3
CS4517,2000,28,3
CS4518,1268,17,2
CS4519,809,11,2
CS4520,1412,21,2
CS4521,1637,22,3
CS4522,1699,24,3
CS4523,893,15,2
CS4524,1523,23,3
CS4525,1575,23,3
CS4526,1346,22,2
CS4527,1329,18,2
CS4528,1100,14,2
CS4529,756,11,1
CS4530,1477,19,2
CS4531,1532,22,3
CS4532,1209,15,2
CS4533,1457,25,2
CS4534,1063,16,2
CS4535,1095,16,2
CS4536,1365,20,2
CS4537,1175,17,2
CS4538,1591,22,3
CS4539,1341,19,2
CS4540,2361,32,3
CS4541,1582,25,3
CS4542,824,12,2
CS4543,1583,24,3
CS4544,1178,16,2
CS4545,669,11,1
CS4546,694,12,1
CS4547,1308,20,2
CS4548,995,15,2
CS4549,1293,18,2
CS4550,1832,24,3
CS4551,1007,14,2
CS4552,1376,19,2
CS4553,2081,28,3
CS4554,1312,20,2
CS4555,2331,33,3
CS4556,924,16,2
CS4557,1071,15,2
CS4558,1786,25,3
CS4559,777,13,1
CS4560,1972,28,3
CS4561,1892,27,3
CS4562,965,14,2
CS4563,1674,25,3
CS4564,1466,22,2
CS4565,1608,23,3
CS4566,1020,15,2
CS4567,574,9,1
CS4568,1138,18,2
CS4569,1205,19,2
CS4570,1736,25,3
CS4571,1416,21,2
CS4572,1567,26,3
CS4573,1367,19,2
CS4574,1053,14,2
CS4575,1451,22,2
CS4576,1085,15,2
CS4577,1335,16,2
CS4578,1191,18,2
CS4579,1744,23,3
CS4580,1251,16,2
CS4581,1153,14,2
CS4582,1516,21,2
CS4583,1988,28,3
CS4584,1151,18,2
CS4585,1115,15,2
CS4586,1505,20,2
CS4587,1657,22,3
CS4588,1508,22,2
CS4589,1146,18,2
CS4590,1625,24,3
CS4591,1084,15,2
CS4592,1157,17,2
CS4593,1760,24,3
CS4594,1685,23,3
CS4595,1376,19,2
CS4596,1383,19,2
CS4597,1520,24,3
CS4598,1118,20,2
CS4599,1638,24,3
CS4600,1181,19,2
CS4601,919,13,2
CS4602,1728,24,3
CS4603,2111,30,3
CS4604,2008,29,3
CS4605,1176,17,2
CS4606,1463,20,2
CS4607,1186,18,2
CS4608,2449,32,3
CS4609,2043,28,3
CS4610,1333,20,2
CS4611,1558,23,3
CS4612,1302,18,2
CS4613,1629,21,2
CS4614,1309,17,2
CS4615,1597,24,3
CS4616,1306,19,2
CS4617,1956,28,3
CS4618,1315,20,2
CS4619,1047,15,2
CS4620,1135,15,2
CS4621,1251,17,2
CS4622,1315,19,2
CS4623,1717,23,3
CS4624,1737,24,3
CS4625,1925,28,3
CS4626,1383,20,2
CS4627,1560,23,3
CS4628,1238,18,2
CS4629,1225,19,2
CS4630,704,10,1
CS4631,2157,30,3
CS4632,1315,17,2
CS4633,1457,21,2
